feature,JS_divergence,Wasserstein
wid,0.9660339382057184,1.7982396394995805
MLS,0.8871750426419834,18.383461847004952
MLC,0.5201157334339496,1.5399200140437697
MLT,0.6464576492660833,6.332277969635095
CS,0.8599837273338687,2.5446018450672763
CT,0.7276060048251561,0.8630965040066899
cTT,0.8892307573647825,0.23603709683441124
dCC,0.7844039649406487,0.21169867355986213
dCT,0.786253573562342,0.6658773618549484
cPC,0.7406955715300513,0.1325387914124055
cPT,0.9651983409027142,0.31377675889755224
TS,0.9567305313860828,0.8358489175710746
cNC,0.568988654963529,0.48874922428608997
cNT,0.7247225044293184,1.3771979486652672
cNS,0.9000923894404982,3.1847391548731734
VPT,0.7235975501640723,0.901636836391311
NPpre,0.6775736684129635,0.2146278995504468
NPpost,0.6058286402141042,0.5838671978556748
KDbase,0.8821696927936552,0.14164404032039712
NDW,0.911871592739022,16.424803327177933
TTR,0.5837506610921491,0.04072930591852135
cTTR,0.8947238480683474,1.2768574718706613
rTTR,0.8947230854086936,1.8057423195878948
bTTR,0.5352670542074883,0.009858010195021328
Uber,0.8875954519457745,4.799221338981254
lwVAR,0.8026680780888771,0.02751028999752975
vVAR1,0.9226861897396432,0.16303165871847997
svVAR1,0.8680927826711378,2.407712614874629
cvVAR1,0.8805485438184031,0.5661663989735071
vVAR2,0.9248631049635558,0.43064908633119636
nVAR,0.5473402063652247,0.08373105805808456
adjVAR,0.6162210533553694,0.05268554539176726
advVAR,0.6069989432078304,0.05039497267740462
modVAR,0.4834435159162304,0.04726486304850183
LD,0.4509748684932031,0.04103068219599612
MLWc,0.6422389677493957,0.56066978116837
MLWs,0.5970941328957978,0.1571829425383745
B2KBANC,0.5219954674597347,0.07209258619798095
B2KBBNC,0.6342446040553784,0.09097839139305634
NNGSL,0.416102570290118,0.0466644080967229
NSW,0.471148419524777,0.05066614849395014
1GNLFa,0.8340017253441213,162.1658821860735
2GNLFa,0.7162504010902919,46.99997356004612
3GNLFa,0.5626629035365766,5.499961419446168
4GNLFa,0.6330813063349823,0.45985207484165996
5GNLFa,0.44756452385049206,0.04767835630404621
1GNLFb,0.8340493275797676,169.30816960379343
2GNLFb,0.7223387145223383,60.272904151350154
3GNLFb,0.5764834973748972,11.426182917517838
4GNLFb,0.5803698611232972,1.8141013398547874
5GNLFb,0.6045092015828165,0.2693660832166092
1GNLFf,0.8308675991582317,165.81196687818044
2GNLFf,0.6700985853653935,52.56227523521602
3GNLFf,0.5644260768520452,8.45439500516034
4GNLFf,0.5817599343293938,1.0457700446993314
5GNLFf,0.31822424708936137,0.1336675153615481
1GNLFm,0.8353363875802885,170.55471083866297
2GNLFm,0.7434173348758427,62.18894535469419
3GNLFm,0.6054815393251968,10.46681012086502
4GNLFm,0.596023908619468,1.214074248198489
5GNLFm,0.5493710606568486,0.14280833754741368
1GNLFn,0.8356522446411344,168.26606542081544
2GNLFn,0.7335774055545913,57.651230582089326
3GNLFn,0.5728001352897755,9.142726181061356
4GNLFn,0.584020242923727,1.0715670049633863
5GNLFn,0.5447259223366125,0.13469274060716466
1GNLFs,0.8288262358445493,162.71900382923673
2GNLFs,0.6773813955903918,50.34328567213187
3GNLFs,0.5600800975540581,8.666709841396798
4GNLFs,0.5867521376160112,1.3588861003932342
5GNLFs,0.6476264484531417,0.20126189852693838
1GNLFtv,0.8299332918826224,162.7965776044478
2GNLFtv,0.6655049548153238,48.80565713944757
3GNLFtv,0.553471266509776,8.70864678374394
4GNLFtv,0.5803290028257271,1.503077306285376
5GNLFtv,0.40569764475817677,0.23917012700560314
1GNLFw,0.833996514556446,169.3378447086297
2GNLFw,0.7263269871241886,59.27411594311463
3GNLFw,0.5778515626300156,10.645491572975736
4GNLFw,0.5844147148810512,1.602960325116402
5GNLFw,0.5504183084727213,0.22203328569445707
NSLO,0.9311258077612123,0.09581401651325297
NSLOsn,0.9698529253372169,0.46958867786466063
NSLOb,0.9908310372071927,0.6211946767671014
N2SLO,0.9813177108046689,0.09910302503485055
N2SLOsn,0.9833132843989256,0.47398712333530724
N2SLOb,0.9873595909043172,0.5941812094585329
NSCWO,0.9686746945674615,0.024080662525767974
NSCWOsn,0.9831929640125995,0.126499112369432
NSCWOb,0.9884330396297178,0.2887853288394844
N2SCWO,0.9800850424398674,0.026227538458823293
N2SCWOsn,0.9815104766121476,0.13046556563220568
N2SCWOb,0.9855035580863873,0.33122722911517555
NSFWO,0.9248722707287573,0.0691146202097955
NSFWOsn,0.9759642850268229,0.34586297885748674
NSFWOb,0.9899747750220641,0.5747770859502641
N2SFWO,0.978886452719947,0.0702726339659133
N2SFWOsn,0.9823329221495848,0.33217884202979386
N2SFWOb,0.9869365972844685,0.562150072376881
NSNO,0.964816290043779,0.012144382771246909
NSNOsn,0.926299360805162,0.06472898702438439
NSNOb,0.9823892529414346,0.17638913076752388
N2SNO,0.9605276147223185,0.013024439798348766
N2SNOsn,0.9736849741106068,0.06542431031932516
N2SNOb,0.9805795893735942,0.21193840382328186
NSVO,0.9679472912699565,0.006470940598242308
NSVOsn,0.9730184869240178,0.03555085154838339
NSVOb,0.974810239690466,0.11236326614282865
N2SVO,0.9621879639602559,0.007150545696144111
N2SVOsn,0.9699525280266764,0.03601276881529471
N2SVOb,0.9752630975104423,0.14318819352195555
NSAO,0.9103833197699979,0.0019669056675976544
NSAOsn,0.8947840569455574,0.011006129699724837
NSAOb,0.9252427222356499,0.03523651488703445
N2SAO,0.8709297558687962,0.002121640261224243
N2SAOsn,0.8175032725285665,0.010448342365300234
N2SAOb,0.8745603819559902,0.04497204715520088
NSAdvO,0.7963056072303877,0.0017935295721351243
NSAdvOsn,0.8543361549631254,0.009827107829834536
NSAdvOb,0.9148112181951754,0.032585006467614454
N2SAdvO,0.8153090765076777,0.0020689602976701085
N2SAdvOsn,0.8992856616905288,0.009929080926333758
N2SAdvOb,0.9084979189507237,0.04332368418192113
NSPO,0.9591405218293931,0.0250135982720042
NSPOsn,0.9821608843938653,0.113561834040073
NSPOb,0.9868800489061741,0.339994721147892
N2SPO,0.9768471289695465,0.023024345943190888
N2SPOsn,0.9844081357904301,0.09928924655927884
N2SPOb,0.9849903861728888,0.3620515858408456
NSARGO,0.9585721180502988,0.03722207101653288
NSARGOsn,0.9881561360726397,0.17371235891516357
NSARGOb,0.9905113962197605,0.4343488292334112
N2SARGO,0.9836794510388857,0.036113289696610505
N2SARGOsn,0.9857274059843173,0.16488242499029604
N2SARGOb,0.9870176193278934,0.4516424256447416
AD,0.5197049443830608,0.011151011280577548
AVD,0.529564568493057,0.013681344483444997
CAUSD,0.9323658494942813,0.011408962204312123
COND,0.5692087790315563,0.020459034700412573
DEMD,0.7461011241714924,0.01412564530087628
LOGD,0.6501176313741474,0.021950516125816277
NEGD,0.8894515381688232,0.012177595994111588
POSD,0.5993574090369052,0.022765675102360834
BCD,0.5679395294165046,0.01710361363153266
CD,0.5052424477743367,0.012090584874445004
CCD,0.9302883411678589,0.0068262421929475
DETD,0.5055850485892834,0.02228401272019614
DD,0.9649787492003811,0.005323237157201515
LSD,0.6828731266070854,0.017205357281895345
negLOGD,0.938174468599729,0.009517553946266275
OPPD,0.9189033102982629,0.011559719874697519
ORDD,0.9770760028115991,0.007664686395616473
posCAUSD,0.6592630491221431,0.018139356432714318
posID,0.9326189213115007,0.011735073301601447
posLOGD,0.615243424829845,0.01767604035903303
RPD,0.9520249325980806,0.010620024529953372
SLD,0.6268781335354954,0.019077078343148503
TD,0.9123938366971132,0.01374100320680684
ARI,0.9192505796637516,11.828075028918693
DCI,0.6495851977812708,1.68028334040154
DCIpsk,0.7380921506468895,1.6417260054462663
CLI,0.8552268050690143,6.2028277722610206
FKRE,0.9049216491701508,8.974472881419901
FKGL,0.8506081738950365,31.58540208946137
FORCAST,0.6161371361174451,1.323926487790881
FryX,0.5970780654445648,15.71805656550606
FryY,0.9504927962206551,9.909749039359133
GFI,0.8770532481255764,8.915113202932986
LIX,0.8955462317685237,26.777765639581204
RIX,0.9006103700283362,5.359323281298455
SMOG,0.9345041742523276,6.137973997834338
SPACHE,0.8838001574194003,2.1467307822211126
WFCOCAw,0.5031608196167702,6.15344230524828
T10KCOCAw,0.4131229810389961,0.03322702248703077
T20KCOCAw,0.3695249251505169,0.01881125156519277
T30KCOCAw,0.40261951880519486,0.015748242696890215
T40KCOCAw,0.40120747233649984,0.014272250371250472
T50KCOCAw,0.39852086402497144,0.01348833523044795
T60KCOCAw,0.39413457136796964,0.01296321813805745
T70KCOCAw,0.3910404373295157,0.01280644706071402
T80KCOCAw,0.37715169467154397,0.012598232061910863
T90KCOCAw,0.3580105082377588,0.012318224001208553
T100KCOCAw,0.3524607298479886,0.012303091995494972
WFCOCAs,0.47226982068499856,0.9088636366464931
T10KCOCAs,0.439504360548933,0.041180164416871334
T20KCOCAs,0.3541011580197843,0.021152225160268386
T30KCOCAs,0.3575909624761763,0.01604122624375548
T40KCOCAs,0.3807109340419697,0.01523261615389038
T50KCOCAs,0.3936050694212499,0.015110383239053518
T60KCOCAs,0.4003725475874352,0.015316400430568325
T70KCOCAs,0.3935938675434466,0.014462660531169005
T80KCOCAs,0.38180944309188997,0.01407790711496537
T90KCOCAs,0.38685766927133114,0.014266497135597231
T100KCOCAs,0.3877598735017981,0.01442068668915442
WRCOCAw,0.3804932705996733,0.8807433954721908
SDCOCAw,0.48598459621148404,2.935846289120609
VCCOCAw,0.35619488986046177,2.244167690760581
JDCOCAw,0.3702730331343651,0.007856828558862139
CDCOCAw,0.28528811820538275,0.014475210526764547
RSCOCAw,0.39455038727766994,0.1437636611693689
DPCOCAw,0.3757305521082416,0.04387751127529961
DPCOCAwnorm,0.3757305521082416,0.04387750030002518
KLDCOCAw,0.416716805640088,0.3647520350528326
WRCOCAs,0.45229012389866585,0.21341884808535527
SDCOCAs,0.4679527398481197,2.142221964529557
VCCOCAs,0.38955764555190053,1.8451964707762971
JDCOCAs,0.24141661230857797,0.007455895911445973
CDCOCAs,0.37977213283306765,0.028733102809612353
RSCOCAs,0.4612263894388437,0.05038067935360274
DPCOCAs,0.5381882319249841,0.021014092454997836
DPCOCAsnorm,0.5382085210250733,0.02101406207836657
KLDCOCAs,0.5575151374163289,0.5736079593401187
WFCOCAa,0.511722914586196,1.5940944703076543
T10KCOCAa,0.4055545267374587,0.03661982907843459
T20KCOCAa,0.39315405132991094,0.024383818515088036
T30KCOCAa,0.3972653382586712,0.02030153138633302
T40KCOCAa,0.41300381517580614,0.01883088130159127
T50KCOCAa,0.4252055994190415,0.017971748567666868
T60KCOCAa,0.4354862122359096,0.01743715937027001
T70KCOCAa,0.44688497483122475,0.01744385786137673
T80KCOCAa,0.45604230480890867,0.017233839980491328
T90KCOCAa,0.46704196617454774,0.017165165162763972
T100KCOCAa,0.4596340857049969,0.0161184194338566
WRCOCAa,0.4045411967840033,0.08352224365148306
SDCOCAa,0.5046036834665645,4.9925495957925
VCCOCAa,0.36984455618104356,1.3789590091158526
JDCOCAa,0.3096347261297309,0.009040394765789234
CDCOCAa,0.3027800780417413,0.016974431612728432
RSCOCAa,0.3851980201028615,0.026896632121474508
DPCOCAa,0.413827426519905,0.00987301496284777
DPCOCAanorm,0.41392485932844075,0.00987329455419822
KLDCOCAa,0.4653383833231024,0.3798809752518054
WFtv,0.541775000191525,0.7071254606928936
WFsm,0.4155812412484499,0.4822964210601559
WFpod,0.44165077789201357,0.4995234590669552
WFml,0.4437208134459664,0.5490640662937978
CDpod,0.43492840309466635,0.41559542915721776
CDtv,0.5143526028899875,0.5562819824121173
CDsm,0.45197806385318373,0.4230209021074803
WPtv,0.49858805140417506,0.44083603696322327
WPpod,0.4258392631544544,0.3057286122236918
WPsm,0.4516778818238766,0.4095079176053643
AUX,0.8219926996326801,0.5517930628867371
QUANTcn,0.8561288144676658,0.06816151447792958
CONJscaus,0.9878256528625076,0.24718166703946903
PREPc,0.9309736847185743,0.05354258369490224
CONJscom,0.9777145183982906,0.17207148513816076
CONJscond,0.9550139469600321,0.12209888960749132
CONJ,0.867945164106255,0.8818343308026462
CONJc,0.9405670816393168,0.78527036730767
DETda,0.9082631229576433,0.9327806358665931
DETdem,0.9774173606190982,0.47893414793883815
DETdemp,0.8374614586073631,0.11956995293081768
DETdems,0.9795990908754669,0.41517272103204333
DET,0.831196904108159,3.1529399689949993
QUANTfn,0.9436350414971337,0.05699039169913647
PRNi,0.9804816671753497,0.3441293021885437
PRNip,0.9382643650121156,0.039540720268538776
PRNis,0.9755685385127683,0.3229130222659699
QUANTi,0.9257027978175396,0.4093144874878125
DETia,0.9728872106936121,0.7803854283964083
CONJsm,0.9648768372025577,0.09539593844665784
QUANTmn,0.3705193223334314,0.004427703243071238
NEG,0.9805456431493953,0.17228650994961608
QUANTn,0.9744886231283908,0.23995241420245877
QUANTon,0.33335194003243934,0.027284492319450914
PRNp,0.8793991223636395,0.56551435087355
PRNp1p,0.7846077896033647,0.051622034049996386
PRNp1s,0.9593685679885626,0.3702640135863694
PRNp2,0.9621649253051895,0.1948796098788412
PRNp3p,0.9495368065625027,0.10151143450667173
PRNp3s,0.9753775112575904,0.3412499724431688
CONJsp,0.7873072255996407,0.05564022641212939
PRNposs,0.9787102303448141,0.6901155051611186
PRNposs1p,0.5305526470071433,0.04974335709544051
PRNposs1s,0.932959082758136,0.5848378975278211
PRNposs2,0.8020128781323322,0.05910032966261089
PRNposs3p,0.6143127255720563,0.07547299052161768
PRNposs3s,0.7329230933468754,0.08569515527332826
DETposs,0.9787102303448141,0.6901155051611186
DETposs1p,0.5305526470071433,0.04974335709544051
DETposs1s,0.932959082758136,0.5848378975278211
DETposs2,0.8020128781323322,0.05910032966261089
DETposs3p,0.6143127255720563,0.07547299052161768
DETposs3s,0.7329230933468754,0.08569515527332826
PREP,0.8892649620258111,2.9969908425972234
AUXp,0.9118768699202046,0.557164083557395
AUXm,0.9824417228325902,0.2632795379195123
PRN,0.88885713222597,0.6012447768149483
CONJspur,0.4205318873481972,0.0022958921407923885
QUANT,0.9512942805303473,0.6575177309585898
