feature,JS_divergence,Wasserstein
wid,0.8473660445781092,2.959720714111652
MLS,0.7705483657950275,12.189504258852292
MLC,0.5643822515792418,1.5236524171815375
MLT,0.6552320472099894,5.617645041073564
CS,0.6979801524233461,1.5297042766232947
CT,0.6228672448871542,0.6988968190918233
cTT,0.8198973645824654,0.19166557372023413
dCC,0.5712103990739374,0.15285323560432668
dCT,0.6297827339149262,0.5068589207022316
cPC,0.6001976775706719,0.09207192757792354
cPT,0.7937568205364915,0.1767325920228122
TS,0.784573258046184,0.41653777517686935
cNC,0.7153838007013906,0.5290936383384681
cNT,0.8151198054127683,1.3238642833498764
cNS,0.880549498240999,2.4691646245370773
VPT,0.6408449694781465,0.747499842176777
NPpre,0.6943420062027804,0.2140316808984541
NPpost,0.5253829276224999,0.5470126550320671
KDbase,0.7154883201531849,0.09814781029110867
NDW,0.8178657371525928,11.127137883626961
TTR,0.47926715155117955,0.02433799384077049
cTTR,0.8638002746446076,0.9182224905731139
rTTR,0.8637980848483451,1.2985577533043733
bTTR,0.4629546972892366,0.006786400197398401
Uber,0.8557020227650148,3.50380539107646
lwVAR,0.8114421645765907,0.031115398130632688
vVAR1,0.8117297745622803,0.13958650296367056
svVAR1,0.7392619943558729,1.4971260494476863
cvVAR1,0.7367991624845933,0.37386704711102237
vVAR2,0.4858021950440234,0.14061652800660993
nVAR,0.6912939890405652,0.11220902762291668
adjVAR,0.5161990036049932,0.04198468942680758
advVAR,0.5992520110358378,0.054286909263857194
modVAR,0.4829555965775025,0.04415895357231091
LD,0.5187468080678753,0.042150924913800625
MLWc,0.7536571530171164,0.6145899017709375
MLWs,0.6133539153412848,0.14923443855529267
B2KBANC,0.7035681817229006,0.09447547502148552
B2KBBNC,0.7187691108496524,0.08900912573995737
NNGSL,0.461832426933745,0.04686219793332656
NSW,0.6342267070718809,0.06647180312206138
1GNLFa,0.633066921854407,94.43501846455868
2GNLFa,0.5165926489804866,24.832711729360113
3GNLFa,0.45125749468124526,3.0914927049365533
4GNLFa,0.5916993628874813,0.3644699703531197
5GNLFa,0.7117286571129527,0.04423890361423037
1GNLFb,0.6308859153922198,97.34372137720128
2GNLFb,0.5193040728327994,30.477051796453356
3GNLFb,0.4437543013700317,5.559146875615549
4GNLFb,0.4717718349805929,1.0632779440978117
5GNLFb,0.5873068803331777,0.2026964051650175
1GNLFf,0.6315049695134083,96.19115268565645
2GNLFf,0.5148893574483903,27.95363946592059
3GNLFf,0.4350505146304493,4.602242798869649
4GNLFf,0.4823484823076671,0.7287757063347868
5GNLFf,0.6167583507883642,0.12259960135189235
1GNLFm,0.6398818961179757,99.69010061449701
2GNLFm,0.5673802483362975,34.39644296840494
3GNLFm,0.4508185068949659,5.49067161690502
4GNLFm,0.48005616723097305,0.7590951483136055
5GNLFm,0.5876414485297369,0.11204456171963297
1GNLFn,0.6382168716473972,98.25146594872216
2GNLFn,0.543715561725907,31.157728447453266
3GNLFn,0.43091188914434997,4.589894764951012
4GNLFn,0.5000172487155545,0.6818079367781308
5GNLFn,0.5891869824750239,0.1084909297544093
1GNLFs,0.6228368046752236,92.92352938125487
2GNLFs,0.4891174056261257,24.84389872559151
3GNLFs,0.46254373931962345,4.941822854515255
4GNLFs,0.5153306896684323,0.9789151295353391
5GNLFs,0.6202128676083319,0.1725171523944024
1GNLFtv,0.6229204631964367,92.63902949424906
2GNLFtv,0.48712532713686674,24.260449448017816
3GNLFtv,0.4559822418487952,4.90025474753109
4GNLFtv,0.4823304466668981,0.9715981424317884
5GNLFtv,0.5923679695162206,0.19519174568179556
1GNLFw,0.6323193824911606,97.67075603947006
2GNLFw,0.5217094660037352,30.269492715711976
3GNLFw,0.442523246149113,5.298466704180907
4GNLFw,0.46898825712524056,0.9420527334273625
5GNLFw,0.5968535150087894,0.16757081409298646
NSLO,0.6341713775310496,0.05297959371568607
NSLOsn,0.7705293177582825,0.8174302659244528
NSLOb,0.9272403611986246,0.2754948154115081
N2SLO,0.7822665843723375,0.10401332548264747
N2SLOsn,0.8763751826065176,0.6707711869069273
N2SLOb,0.9893926031302939,0.4175721823306199
NSCWO,0.7930952797132588,0.020474773800337184
