feature,JS_divergence,Wasserstein
wid,0.5420130462304233,0.5405330939624886
MLS,0.13185451585441976,0.38971163802077496
MLC,0.5729899778163295,1.6337739913074565
MLT,0.33156811972487177,1.0206880810765717
CS,0.3910558625346009,0.23981660040923086
CT,0.4432575472184239,0.23469224587339732
cTT,0.7826338619172324,0.14799230641239208
dCC,0.5583703928705362,0.08752129426158847
dCT,0.5621125002814567,0.21599412547733984
cPC,0.6497966233331743,0.11566862200711679
cPT,0.73727752192756,0.0838068237762948
TS,0.674251224301705,0.15089618541533595
cNC,0.6319415513207143,0.5800354823269102
cNT,0.5346067060109065,0.6158791636233257
cNS,0.5257672916306327,0.7522566088682088
VPT,0.4272469809158164,0.23518459970162703
NPpre,0.5931053643895592,0.1623961996284164
NPpost,0.5315829395457241,0.35197851170160444
KDbase,0.28946945895503695,0.0199601441246669
NDW,0.18806940461468935,0.8076938900427626
TTR,0.6065001018544789,0.029368017336376673
cTTR,0.38801493259185715,0.19576184834189114
rTTR,0.38798674651097076,0.27684972386304
bTTR,0.640240299858985,0.010862576171844718
Uber,0.42875711722004406,0.8640183663029488
lwVAR,0.8851751632719236,0.03577442197162652
vVAR1,0.9034166521078513,0.12486613872784855
svVAR1,0.49791805484936963,0.23731091933755613
cvVAR1,0.4390531063912158,0.10054626955338328
vVAR2,0.4397835764763212,0.0787097548712169
nVAR,0.5456669366084258,0.08680181634008123
adjVAR,0.5977100333589399,0.053953010268660034
advVAR,0.6822024880593409,0.06524803262113706
modVAR,0.4330753673551099,0.04052354930488686
LD,0.5672415453966144,0.06202072715025829
MLWc,0.8627235020432968,1.0056030354728183
MLWs,0.8312865454954533,0.30617328589713044
B2KBANC,0.6610111157057292,0.11663062916871325
B2KBBNC,0.6188156183001672,0.08982452123062364
NNGSL,0.4475036034855317,0.05906769698189235
NSW,0.6000870404982458,0.07855144046515888
1GNLFa,0.2917140105980116,13.372106451017043
2GNLFa,0.3236117696324136,6.395408811294995
3GNLFa,0.4776926763255747,2.0299464315850724
4GNLFa,0.5799765264508537,0.26330281062030597
5GNLFa,0.3969439490487514,0.031138547598555014
1GNLFb,0.2913891605909367,14.025212483336324
2GNLFb,0.39329877124734425,11.152599134288243
3GNLFb,0.567951630950296,5.239016126811256
4GNLFb,0.6087055032333231,0.9212910591764978
5GNLFb,0.6122752988736115,0.15856333563041092
1GNLFf,0.29897751369439474,13.974510302954489
2GNLFf,0.42920199748490623,11.456116035606378
3GNLFf,0.6076477664149883,4.557872785229769
4GNLFf,0.6487616366962041,0.6771680438765234
5GNLFf,0.3109126952422354,0.09949670767753993
1GNLFm,0.29009166168124084,13.84477783652325
2GNLFm,0.32819067474899477,7.645763911530443
3GNLFm,0.4912980722290994,3.219189955171283
4GNLFm,0.5579486321438178,0.5063359339527227
5GNLFm,0.5425905770557916,0.08573865096103156
1GNLFn,0.29157366992584965,13.683214095788973
2GNLFn,0.3500794982582407,8.136721770436587
3GNLFn,0.5215086605196833,3.421144137105344
4GNLFn,0.5904974047432198,0.5266874450542531
5GNLFn,0.5408734077774208,0.0819567619236924
1GNLFs,0.2903511645027804,13.72627468831078
2GNLFs,0.4602130918105818,13.382110942147028
3GNLFs,0.6490278296206219,5.757123577917778
4GNLFs,0.6774914251328286,0.9414858756693615
5GNLFs,0.6770776788951435,0.14219148498720394
1GNLFtv,0.3064269569288709,14.500729011217626
2GNLFtv,0.5121512847711005,15.63584786413695
3GNLFtv,0.6732928080236077,5.9474704471354976
4GNLFtv,0.673543602499145,0.9584052373346893
5GNLFtv,0.425135152132664,0.1574922515967363
1GNLFw,0.2913262615170642,14.023609816924576
2GNLFw,0.3829956774119251,10.514586963791201
3GNLFw,0.5624643394805434,4.899587402347275
4GNLFw,0.6070675316706834,0.8227474709670853
5GNLFw,0.538088820826083,0.13667563554677065
NSLO,0.5644732135385798,0.04003913237335577
NSLOsn,0.6747577731651506,0.17141176822791065
NSLOb,0.8582028085237896,0.19364399388712167
N2SLO,0.4055530175373208,0.03614902868574511
N2SLOsn,0.6227257493272494,0.27605338804643414
N2SLOb,0.9159558042532072,0.298765808280549
NSCWO,0.7848846552051522,0.01977448288026959
NSCWOsn,0.8521718102344077,0.10109187480061818
NSCWOb,0.9174406450919323,0.23282308523768638
N2SCWO,0.7248205853216858,0.019580545494103672
N2SCWOsn,0.8674829165166453,0.1069875511146467
N2SCWOb,0.9322548940906922,0.28374113113713445
NSFWO,0.485715554881266,0.022839755471973405
NSFWOsn,0.685648179979217,0.1507480961689967
NSFWOb,0.8545296440455155,0.20412108789655226
N2SFWO,0.32676841617942254,0.01656902253222164
N2SFWOsn,0.6864303551483961,0.28889639742362017
N2SFWOb,0.9091172028773681,0.3136972438902056
NSNO,0.8475625218256538,0.00979608535537161
NSNOsn,0.8451094790446821,0.055484274921470844
NSNOb,0.9480421507992015,0.15958323816952197
N2SNO,0.7807749435999066,0.009060382265226378
N2SNOsn,0.9151413176976719,0.07062283622737431
N2SNOb,0.9535755025746881,0.22124296915369127
NSVO,0.9502139660137418,0.006199155501814265
NSVOsn,0.9569686250758812,0.032703119742658
NSVOb,0.9687365951566225,0.10869246392167839
N2SVO,0.9314866215070357,0.00655319968989219
N2SVOsn,0.9562777022152923,0.037298572902061344
N2SVOb,0.9690251863919291,0.14635294560867457
NSAO,0.9096832159302279,0.001981369406289061
NSAOsn,0.8937910157093601,0.01061190628054089
NSAOb,0.9248269264330934,0.03589374376372069
N2SAO,0.8696409441277659,0.002150453938786311
N2SAOsn,0.8173259066398532,0.01345181662241358
N2SAOb,0.8744740823411548,0.05381441344897011
NSAdvO,0.7963903536564159,0.0017839230879970877
NSAdvOsn,0.853958892261641,0.009388877060603757
NSAdvOb,0.9145818460889701,0.031920241555171966
N2SAdvO,0.8146663015442069,0.0020397896386787394
N2SAdvOsn,0.8990565901595373,0.010190540845499509
N2SAdvOb,0.9082685432655004,0.04422656222589717
NSPO,0.6407696593897301,0.015261876610116782
NSPOsn,0.773337489217725,0.07684725033212575
NSPOb,0.870051469982186,0.22110988277471103
N2SPO,0.5944099230785068,0.012183417714973055
N2SPOsn,0.8741591451808091,0.09641260025386451
N2SPOb,0.9131293417302228,0.28228168612008586
NSARGO,0.6841983515067249,0.024136976499036525
NSARGOsn,0.7814183256338322,0.11118205662157338
NSARGOb,0.8684537411313918,0.2557065491060372
N2SARGO,0.5793057505821976,0.02054038775384909
N2SARGOsn,0.8475251545601441,0.12310471782609149
N2SARGOb,0.8963132366040114,0.2929863818023298
AD,0.5485826466567839,0.011148085437195168
AVD,0.5180727012372643,0.012649571324818006
CAUSD,0.8188779607411788,0.009572148301350282
COND,0.5414938727640595,0.019105374260681297
DEMD,0.5900349701083358,0.01118429401457692
LOGD,0.6466309331041049,0.021678013399708845
NEGD,0.6819836972432703,0.009292686483736087
POSD,0.5972535689610169,0.021721062476972943
BCD,0.521790510657147,0.01437233978298566
CD,0.5301587168273071,0.011000502702034985
CCD,0.8778429571032053,0.0058144591445024605
DETD,0.5126331684969254,0.022473368817411365
DD,0.9462065639664589,0.005147426992302007
LSD,0.6507938419492119,0.014807145628035643
negLOGD,0.8071859620294426,0.00762035510123114
OPPD,0.760597880951835,0.00840683179966055
ORDD,0.9590697185649539,0.005963685892601388
posCAUSD,0.6616253480186821,0.017108602340082473
posID,0.7923826478524024,0.008944765651525733
posLOGD,0.661112911207239,0.017172848184308812
RPD,0.8100263417071422,0.0084940022654272
SLD,0.6267428500447063,0.018513464115463965
TD,0.7161273682534782,0.01014122042587373
ARI,0.7044322726281037,4.632428904077875
DCI,0.6257869418587328,1.5724415934775167
DCIpsk,0.6125694345319845,1.1407266505873435
CLI,0.8951336906759363,7.237006266536913
FKRE,0.6671450735669413,3.5330616146755345
FKGL,0.7974625868944157,25.677405208489812
FORCAST,0.8073847815038614,2.3627039676913504
FryX,0.8312874272269426,30.61718942039399
FryY,0.6616523703484111,4.689253975404544
GFI,0.6280656291156196,3.798581324011378
LIX,0.7696482835882102,15.222522349320958
RIX,0.7229927684465555,2.109325027628482
SMOG,0.7636092839826553,3.8908524406966913
SPACHE,0.13875654651576352,0.051001470570470664
WFCOCAw,0.5208516073761994,6.310389431925415
T10KCOCAw,0.421620315745871,0.042670148254258286
T20KCOCAw,0.3912235676259851,0.024538710348487588
T30KCOCAw,0.5030101500516663,0.02787691499884941
T40KCOCAw,0.5348937603305526,0.028161027590549042
T50KCOCAw,0.5368303596467917,0.027395519319976094
T60KCOCAw,0.5292200759759597,0.026440960703459655
T70KCOCAw,0.5191498094105236,0.025749275394367818
T80KCOCAw,0.5010017376790412,0.02519913227028149
T90KCOCAw,0.48811824769260487,0.02481706951336279
T100KCOCAw,0.4792870264786915,0.02438838497878934
WFCOCAs,0.4878080543610405,0.9614621251305403
T10KCOCAs,0.4595880259321557,0.05278308179567663
T20KCOCAs,0.36456810441615606,0.026402231730424712
T30KCOCAs,0.4359116638200168,0.025999327514142717
T40KCOCAs,0.511121896721099,0.02920546061035748
T50KCOCAs,0.5366060869319258,0.029571108849299487
T60KCOCAs,0.5551763374409466,0.029838079841816575
T70KCOCAs,0.5555433140514016,0.02900009342159613
T80KCOCAs,0.5443717639372487,0.02846673142735276
T90KCOCAs,0.5421645579513013,0.02800553415137806
T100KCOCAs,0.5429172758791941,0.027812174354239577
WRCOCAw,0.5589463545988205,1.8513726158954222
SDCOCAw,0.5095314514776581,3.138202187037346
VCCOCAw,0.47027560541273217,2.9535563345431015
JDCOCAw,0.5229129421252019,0.01966847377394542
CDCOCAw,0.34180213446475133,0.027099455989885245
RSCOCAw,0.5753197729880325,0.2984881289323498
DPCOCAw,0.584480494589294,0.10493511539701324
DPCOCAwnorm,0.584480494589294,0.10493517592040177
KLDCOCAw,0.4378226641247784,0.3872579074577799
WRCOCAs,0.6935983033173162,0.43217277141231253
SDCOCAs,0.48994727296071333,2.3421464279515085
VCCOCAs,0.3009108861255337,1.0268669353094353
JDCOCAs,0.31362251570712746,0.017632557880755545
CDCOCAs,0.48405887661797725,0.048187901895986596
RSCOCAs,0.6934820106219676,0.09939689925861259
DPCOCAs,0.7285921059302146,0.03479629786958934
DPCOCAsnorm,0.7285921059302146,0.03479622425979259
KLDCOCAs,0.6497867392794534,0.7402273269477192
WFCOCAa,0.5331962004917712,1.682476045679371
T10KCOCAa,0.42692480359129836,0.04066151999332017
T20KCOCAa,0.4307827720594251,0.03264455038437929
T30KCOCAa,0.4714401695435573,0.03093769490640185
T40KCOCAa,0.5283375301590298,0.03205056626496041
T50KCOCAa,0.5622522614048852,0.03219328401387976
T60KCOCAa,0.5773309552568381,0.03168394292052884
T70KCOCAa,0.5990628408021295,0.032125975121064444
T80KCOCAa,0.6001624640004567,0.031417010028261694
T90KCOCAa,0.605627241821861,0.03107994939859716
T100KCOCAa,0.5842205013319204,0.029238693883162442
WRCOCAa,0.48456988604172163,0.13349366058247575
SDCOCAa,0.5283528792779378,5.296496154295867
VCCOCAa,0.38509778744477985,1.0357365766353905
